pair_id,pair_ai,trial_id,batch,target_identity,target_ai,control_framing,target_framing,note_timing,request_order,control_task,target_task,target_begun_first
distress_control|distress|distress|before|target_first|llama4|172,llama4,T07858,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|172,llama4,T08100,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|160,llama4,T07857,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|160,llama4,T08088,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|145,llama4,T07856,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|145,llama4,T08073,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|129,llama4,T07855,distress_control,ai,llama4,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|llama4|129,llama4,T08057,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|llama4|128,llama4,T07854,distress_control,ai,llama4,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|llama4|128,llama4,T08056,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|llama4|113,llama4,T07853,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|llama4|113,llama4,T08041,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|llama4|112,llama4,T07852,distress_control,ai,llama4,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|llama4|112,llama4,T08040,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,1
distress_control|distress|distress|before|target_first|llama4|100,llama4,T07851,distress_control,ai,llama4,distress,distress,before,target_first,onboarding_checklist,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|100,llama4,T08028,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|097,llama4,T07850,distress_control,ai,llama4,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|llama4|097,llama4,T08025,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|llama4|092,llama4,T07849,distress_control,ai,llama4,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|092,llama4,T08020,distress_control,human,,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|089,llama4,T07848,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|089,llama4,T08017,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|085,llama4,T07847,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|085,llama4,T08013,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|079,llama4,T07846,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|079,llama4,T08007,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|distress|before|target_first|llama4|068,llama4,T07845,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|068,llama4,T07996,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|066,llama4,T07844,distress_control,ai,llama4,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|llama4|066,llama4,T07994,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,1
distress_control|distress|distress|before|target_first|llama4|062,llama4,T07843,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|062,llama4,T07990,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|060,llama4,T07842,distress_control,ai,llama4,distress,distress,before,target_first,onboarding_checklist,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|060,llama4,T07988,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|distress|before|target_first|llama4|054,llama4,T07841,distress_control,ai,llama4,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|054,llama4,T07982,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|053,llama4,T07840,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|053,llama4,T07981,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|051,llama4,T07839,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|051,llama4,T07979,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|048,llama4,T07838,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|048,llama4,T07976,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|043,llama4,T07837,distress_control,ai,llama4,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|llama4|043,llama4,T07971,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|llama4|034,llama4,T07836,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,backup_runbook,0
distress_control|distress|distress|before|target_first|llama4|034,llama4,T07962,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,0
distress_control|distress|distress|before|target_first|llama4|030,llama4,T07835,distress_control,ai,llama4,distress,distress,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|distress|before|target_first|llama4|030,llama4,T07958,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|distress|before|target_first|llama4|027,llama4,T07834,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|027,llama4,T07955,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|023,llama4,T07833,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|023,llama4,T07951,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|019,llama4,T07832,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|019,llama4,T07947,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|016,llama4,T07831,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,backup_runbook,0
distress_control|distress|distress|before|target_first|llama4|016,llama4,T07944,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|llama4|002,llama4,T07830,distress_control,ai,llama4,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
